date,value
2018-12-20 00:07:30,14
2018-12-20 00:22:30,13.873299999999995
2018-12-20 00:37:30,12.799999999999983
2018-12-20 00:52:30,10.625783333333331
2018-12-20 01:07:30,10.161377777777773
2018-12-20 01:22:30,9.385950000000001
2018-12-20 01:37:30,9.185688888888862
2018-12-20 01:52:30,9.413883333333331
2018-12-20 02:07:30,7.833527777777803
2018-12-20 02:22:30,8.025477777777795
2018-12-20 02:37:30,6.948588888888892
2018-12-20 02:52:30,6.450316666666666
2018-12-20 03:07:30,6.737600000000015
2018-12-20 03:22:30,6.3799888888888745
2018-12-20 03:37:30,7.189316666666656
2018-12-20 03:52:30,6.348088888888924
2018-12-20 04:07:30,7.827633333333324
2018-12-20 04:22:30,9.818849999999998
2018-12-20 04:37:30,9.805261111111122
2018-12-20 04:52:30,11.263216666666636
2018-12-20 05:07:30,11.404377777777796
2018-12-20 05:22:30,8.175799999999953
2018-12-20 05:37:30,9.228461111111073
2018-12-20 05:52:30,10.013344444444442
2018-12-20 06:07:30,11.410300000000007
2018-12-20 06:22:30,13.333572222222244
2018-12-20 06:37:30,16.20250555555549
2018-12-20 06:52:30,17.57998333333336
2018-12-20 07:07:30,20.652772222222154
2018-12-20 07:22:30,23.418716666666512
2018-12-20 07:37:30,26.56495555555557
2018-12-20 07:52:30,28.280111111111125
2018-12-20 08:07:30,29.127188888888952
2018-12-20 08:22:30,31.203861111111166
2018-12-20 08:37:30,27.525772222222315
2018-12-20 08:52:30,29.572405555555633
2018-12-20 09:07:30,27.935799999999972
2018-12-20 09:22:30,28.517055555555885
2018-12-20 09:37:30,25.65557222222253
2018-12-20 09:52:30,26.600966666666523
2018-12-20 10:07:30,26.177327777777805
2018-12-20 10:22:30,26.435105555555424
2018-12-20 10:37:30,27.506772222222367
2018-12-20 10:52:30,26.95911666666666
2018-12-20 11:07:30,30.350527777777984
2018-12-20 11:22:30,28.885155555555457
2018-12-20 11:37:30,28.871649999999818
2018-12-20 11:52:30,33.29874999999947
2018-12-20 12:07:30,28.72414444444439
2018-12-20 12:22:30,28.710266666666598
2018-12-20 12:37:30,28.716616666666823
2018-12-20 12:52:30,28.297933333333162
2018-12-20 13:07:30,28.5640833333332
2018-12-20 13:22:30,27.197416666666754
2018-12-20 13:37:30,26.658277777777244
2018-12-20 13:52:30,29.80661111111158
2018-12-20 14:07:30,25.525477777777724
2018-12-20 14:22:30,27.198116666666465
2018-12-20 14:37:30,43.02640555555581
2018-12-20 14:52:30,40.381716666666534
2018-12-20 15:07:30,42.67468888888948
2018-12-20 15:22:30,41.064233333334414
2018-12-20 15:37:30,40.260361111111024
2018-12-20 15:52:30,45.555688888889335
2018-12-20 16:07:30,46.90867222222187
2018-12-20 16:22:30,51.1859166666668
2018-12-20 16:37:30,51.605677777778055
2018-12-20 16:52:30,28.715944444444176
2018-12-20 17:07:30,19.06605555555643
2018-12-20 17:22:30,24.975983333333488
2018-12-20 17:37:30,27.52527222222261
2018-12-20 17:52:30,24.149938888889437
2018-12-20 18:07:30,27.19097777777756
2018-12-20 18:22:30,26.530494444444457
2018-12-20 18:37:30,19.845750000000407
2018-12-20 18:52:30,25.11825555555538
2018-12-20 19:07:30,32.69032777777761
2018-12-20 19:22:30,33.20951111111185
2018-12-20 19:37:30,29.558822222222034
2018-12-20 19:52:30,28.508211111110995
2018-12-20 20:07:30,25.146799999999757
2018-12-20 20:22:30,26.024072222222458
2018-12-20 20:37:30,23.831694444444338
2018-12-20 20:52:30,23.329577777778468
2018-12-20 21:07:30,23.529949999999417
2018-12-20 21:22:30,22.64206111111048
2018-12-20 21:37:30,22.525061111111427
2018-12-20 21:52:30,19.476933333333818
2018-12-20 22:07:30,21.122822222222112
2018-12-20 22:22:30,20.580499999999574
2018-12-20 22:37:30,20.880844444444847
2018-12-20 22:52:30,19.79458333333241
2018-12-20 23:07:30,17.538327777777795
2018-12-20 23:22:30,16.37871666666706
2018-12-20 23:37:30,15.344450000000506
